Amir Rrahmani,31,DEF,Napoli,3,1,8,1700,87.0,68,32,7.2,0,0,33
Leo Ostigard,25,DEF,Napoli,1,0,4,1200,85.0,55,24,7.0,0,0,30
Mathias Olivera,27,DEF,Napoli,2,3,10,1400,83.5,60,30,7.2,0,0,34
Juan Jesus,33,DEF,Napoli,1,0,3,1300,84.5,58,26,7.0,0,0,31
Stanislav Lobotka,30,MID,Napoli,0,3,5,2300,92.0,75,32,7.3,0,0,0
Piotr Zielinski,31,MID,Napoli,4,5,14,1800,87.5,55,31,7.4,0,0,0
Andre-Frank Zambo Anguissa,29,MID,Napoli,3,4,12,1700,86.0,70,30,7.3,0,0,0
Jens Cajuste,25,MID,Napoli,1,2,8,1200,84.0,50,26,7.1,0,0,0
Khvicha Kvaratskhelia,24,FWD,Napoli,12,7,36,900,82.0,22,32,7.7,0,0,0
Victor Osimhen,26,FWD,Napoli,18,3,48,700,75.0,15,30,7.8,0,0,0
Giacomo Raspadori,25,FWD,Napoli,6,3,20,650,80.0,18,28,7.3,0,0,0
Matteo Politano,31,FWD,Napoli,7,6,25,800,83.0,20,33,7.4,0,0,0
Pietro Terracciano,35,GK,Fiorentina,0,0,0,1050,84.5,2,30,7.0,85,11,36
Oliver Christensen,26,GK,Fiorentina,0,0,0,300,82.0,1,8,6.8,25,2,12
Nikola Milenkovic,27,DEF,Fiorentina,3,1,9,1800,88.0,70,33,7.3,0,0,35
Lucas Martinez Quarta,29,DEF,Fiorentina,2,2,7,1600,87.0,65,32,7.2,0,0,34
Cristiano Biraghi,33,DEF,Fiorentina,2,4,12,1700,86.5,60,31,7.3,0,0,35
Fabiano Parisi,24,DEF,Fiorentina,1,2,8,1400,84.0,58,28,7.1,0,0,33
Rolando Mandragora,28,MID,Fiorentina,4,3,14,1800,86.0,65,32,7.3,0,0,0
Giacomo Bonaventura,35,MID,Fiorentina,6,4,18,1500,85.0,55,30,7.4,0,0,0
Arthur Melo,28,MID,Fiorentina,1,2,6,2000,91.0,60,30,7.2,0,0,0
Nicolas Gonzalez,27,FWD,Fiorentina,10,5,28,900,80.0,20,31,7.5,0,0,0
Jonathan Ikone,27,FWD,Fiorentina,4,4,14,700,79.0,18,29,7.2,0,0,0
Lucas Beltran,24,FWD,Fiorentina,8,3,22,650,78.5,15,30,7.3,0,0,0
M’Bala Nzola,28,FWD,Fiorentina,7,2,20,600,77.0,14,28,7.1,0,0,0
Riccardo Sottil,26,FWD,Fiorentina,5,3,16,650,79.5,18,27,7.2,0,0,0
Marco Carnesecchi,24,GK,Atalanta,0,0,0,1150,85.5,3,32,7.2,90,12,30
Juan Musso,30,GK,Atalanta,0,0,0,350,82.0,1,8,6.9,25,3,12
Francesco Rossi,33,GK,Atalanta,0,0,0,120,80.0,0,3,6.5,10,1,5
Berat Djimsiti,31,DEF,Atalanta,3,1,8,1800,88.5,70,33,7.3,0,0,32
Giorgio Scalvini,21,DEF,Atalanta,2,2,10,1700,87.0,65,30,7.4,0,0,30
Sead Kolasinac,31,DEF,Atalanta,1,3,9,1500,85.0,60,28,7.2,0,0,28
Davide Zappacosta,33,DEF,Atalanta,2,4,12,1400,84.5,55,29,7.2,0,0,29
Rafael Toloi,34,DEF,Atalanta,1,1,6,1300,86.0,50,27,7.1,0,0,28
Marten De Roon,33,MID,Atalanta,2,3,11,2100,89.0,75,34,7.3,0,0,0
Ederson,25,MID,Atalanta,6,3,15,1700,85.5,65,31,7.4,0,0,0
Mario Pasalic,30,MID,Atalanta,7,4,20,1500,84.0,50,30,7.3,0,0,0
Teun Koopmeiners,26,MID,Atalanta,14,6,28,1800,86.0,60,32,7.7,0,0,0
Charles De Ketelaere,24,FWD,Atalanta,10,6,30,900,80.0,20,30,7.5,0,0,0
Ademola Lookman,27,FWD,Atalanta,13,5,40,800,78.5,18,32,7.6,0,0,0
Gianluca Scamacca,26,FWD,Atalanta,12,3,35,700,76.0,12,28,7.4,0,0,0
Lukasz Skorupski,34,GK,Bologna,0,0,0,1200,86.0,4,34,7.3,100,14,33
Federico Ravaglia,25,GK,Bologna,0,0,0,200,82.0,1,5,6.8,20,2,10
Nicola Bagnolini,21,GK,Bologna,0,0,0,100,80.0,0,2,6.5,10,1,5
Sam Beukema,26,DEF,Bologna,2,1,6,1700,88.0,60,32,7.2,0,0,32
Riccardo Calafiori,23,DEF,Bologna,3,2,10,1600,87.5,58,30,7.5,0,0,30
Stefan Posch,27,DEF,Bologna,4,1,12,1500,85.0,55,31,7.3,0,0,31
Jhon Lucumi,26,DEF,Bologna,1,1,5,1450,86.0,50,29,7.2,0,0,30
Charalampos Lykogiannis,31,DEF,Bologna,1,3,9,1400,83.5,50,28,7.1,0,0,28
Lewis Ferguson,26,MID,Bologna,7,5,18,1800,86.5,60,32,7.5,0,0,0
Remo Freuler,33,MID,Bologna,2,4,10,2000,88.0,70,34,7.3,0,0,0
Michel Aebischer,28,MID,Bologna,4,3,12,1700,85.5,55,31,7.2,0,0,0
Oussama El Azzouzi,24,MID,Bologna,3,2,10,1400,84.0,50,28,7.1,0,0,0
Joshua Zirkzee,24,FWD,Bologna,12,6,35,900,79.0,20,33,7.6,0,0,0
Riccardo Orsolini,28,FWD,Bologna,11,4,32,800,78.0,18,31,7.5,0,0,0
Dan Ndoye,24,FWD,Bologna,6,5,20,700,80.0,22,30,7.3,0,0,0
Simone Scuffet,28,GK,Cagliari,0,0,0,1100,84.0,3,33,7.0,85,10,36
Boris Radunovic,29,GK,Cagliari,0,0,0,250,81.0,1,6,6.7,20,2,12
Alessandro Di Pardo,25,GK,Cagliari,0,0,0,100,80.0,0,2,6.5,8,1,4
Yerry Mina,30,DEF,Cagliari,2,1,5,1400,86.0,65,28,7.1,0,0,34
Alberto Dossena,26,DEF,Cagliari,3,1,7,1500,87.0,70,32,7.2,0,0,36
Tommaso Augello,30,DEF,Cagliari,1,4,10,1450,84.5,55,30,7.1,0,0,35
Gabriele Zappa,25,DEF,Cagliari,2,2,8,1400,83.0,52,31,7.0,0,0,34
Antoine Makoumbou,26,MID,Cagliari,1,2,6,1800,86.0,65,33,7.1,0,0,0
Nahitan Nandez,29,MID,Cagliari,3,4,14,1700,84.0,70,32,7.3,0,0,0
Matteo Prati,21,MID,Cagliari,1,1,5,1200,85.0,50,28,7.0,0,0,0
Jakub Jankto,29,MID,Cagliari,2,2,8,1400,83.0,48,27,7.1,0,0,0
Gianluca Lapadula,35,FWD,Cagliari,9,3,25,700,76.0,15,29,7.2,0,0,0
Zito Luvumbo,23,FWD,Cagliari,7,4,22,650,78.0,18,30,7.3,0,0,0
Andrea Petagna,30,FWD,Cagliari,5,2,18,600,75.5,12,27,7.0,0,0,0
Pepe Reina,42,GK,Como,0,0,0,900,83.0,2,30,6.9,70,8,35
Simone Ghidotti,24,GK,Como,0,0,0,100,80.0,0,2,6.5,10,1,5
Alberto Moreno,33,DEF,Como,1,3,9,1400,84.0,50,28,7.1,0,0,32
Federico Barba,31,DEF,Como,2,1,6,1500,86.0,60,30,7.2,0,0,34
Edoardo Goldaniga,31,DEF,Como,2,1,5,1450,85.5,58,29,7.1,0,0,33
Tommaso Cassandro,24,DEF,Como,1,2,8,1300,83.0,48,27,7.0,0,0,31
Marco Sala,25,DEF,Como,1,2,7,1200,82.0,45,26,7.0,0,0,30
Daniele Baselli,32,MID,Como,3,3,10,1600,85.0,55,30,7.2,0,0,0
Lucas Da Cunha,23,MID,Como,4,4,14,1500,84.5,50,29,7.3,0,0,0
Tommaso Arrigoni,31,MID,Como,2,2,8,1400,83.5,48,28,7.1,0,0,0
Patrick Cutrone,27,FWD,Como,10,3,28,700,78.0,15,31,7.4,0,0,0
Gabriel Strefezza,28,FWD,Como,8,5,25,750,79.5,18,32,7.5,0,0,0
Alberto Cerri,29,FWD,Como,6,2,18,600,76.0,12,28,7.2,0,0,0
Simone Verdi,32,FWD,Como,5,3,16,650,78.0,18,27,7.2,0,0,0
Etrit Berisha,35,GK,Empoli,0,0,0,1050,84.0,3,32,7.0,80,10,36
Samuele Perisan,27,GK,Empoli,0,0,0,250,81.0,1,6,6.7,20,2,12
Elia Caprile,23,GK,Empoli,0,0,0,150,80.5,1,4,6.6,15,1,8
Sebastiano Luperto,29,DEF,Empoli,2,1,6,1600,87.0,65,33,7.2,0,0,36
Ardian Ismajli,28,DEF,Empoli,1,1,5,1500,86.0,60,31,7.1,0,0,34
Tyronne Ebuehi,29,DEF,Empoli,2,3,10,1400,84.0,55,30,7.1,0,0,33
Liberato Cacace,24,DEF,Empoli,1,2,8,1300,83.0,50,28,7.0,0,0,32
Alberto Grassi,30,MID,Empoli,2,2,8,1700,85.0,60,32,7.1,0,0,0
Jacopo Fazzini,22,MID,Empoli,3,2,10,1500,84.0,55,30,7.2,0,0,0
Razvan Marin,29,MID,Empoli,4,3,12,1600,86.0,58,31,7.3,0,0,0
Filippo Bandinelli,30,MID,Empoli,5,4,14,1700,85.5,60,32,7.3,0,0,0
Francesco Caputo,37,FWD,Empoli,8,3,22,700,76.0,12,28,7.1,0,0,0
Nicolò Cambiaghi,24,FWD,Empoli,6,4,20,650,78.5,18,30,7.2,0,0,0
Mattia Destro,33,FWD,Empoli,5,2,18,600,75.0,12,27,7.0,0,0,0
Josep Martinez,26,GK,Genoa,0,0,0,1200,86.0,3,34,7.2,90,11,35
Nicola Leali,31,GK,Genoa,0,0,0,250,82.0,1,6,6.8,20,2,12
Mattia Bani,31,DEF,Genoa,3,1,8,1700,88.0,65,32,7.2,0,0,35
Radu Dragusin,23,DEF,Genoa,4,1,9,1600,87.5,70,30,7.3,0,0,34
Koni De Winter,23,DEF,Genoa,2,2,7,1400,85.0,55,28,7.1,0,0,32
Johan Vasquez,26,DEF,Genoa,2,1,6,1500,86.0,60,31,7.1,0,0,33
Aaron Martin,28,DEF,Genoa,1,3,10,1400,84.5,50,30,7.1,0,0,32
Milan Badelj,36,MID,Genoa,2,2,8,1800,88.0,70,33,7.2,0,0,0
Morten Frendrup,24,MID,Genoa,3,3,12,1900,86.5,75,34,7.3,0,0,0
Kevin Strootman,34,MID,Genoa,2,1,7,1500,85.0,60,30,7.1,0,0,0
Ruslan Malinovskyi,32,MID,Genoa,6,4,18,1600,84.0,50,31,7.3,0,0,0
Albert Gudmundsson,27,FWD,Genoa,14,5,40,900,80.0,18,33,7.6,0,0,0
Mateo Retegui,26,FWD,Genoa,10,3,28,700,78.0,15,31,7.4,0,0,0
Junior Messias,33,FWD,Genoa,6,4,20,650,79.0,18,30,7.3,0,0,0
Caleb Ekuban,30,FWD,Genoa,5,3,18,600,77.5,14,28,7.2,0,0,0
Lorenzo Montipo,29,GK,Verona,0,0,0,1150,85.0,3,33,7.1,85,11,36
Simone Perilli,29,GK,Verona,0,0,0,200,81.5,1,5,6.8,20,2,10
Diego Coppola,22,DEF,Verona,2,1,6,1500,86.0,65,32,7.1,0,0,34
Isak Hien,25,DEF,Verona,2,1,7,1600,87.0,70,31,7.2,0,0,35
Federico Ceccherini,32,DEF,Verona,1,1,5,1400,85.0,60,30,7.0,0,0,33
Davide Faraoni,33,DEF,Verona,2,3,10,1500,84.0,55,32,7.1,0,0,34
Josh Doig,22,DEF,Verona,2,2,8,1400,83.5,52,30,7.1,0,0,33
Darko Lazovic,34,MID,Verona,4,5,14,1700,85.0,60,31,7.3,0,0,0
Ondrej Duda,30,MID,Verona,3,3,10,1800,87.0,65,32,7.2,0,0,0
Sulemana,22,MID,Verona,2,2,8,1400,84.0,55,29,7.1,0,0,0
Thomas Henry,30,FWD,Verona,8,3,22,650,76.0,14,29,7.2,0,0,0
Cyril Ngonge,24,FWD,Verona,7,4,24,700,78.0,16,30,7.3,0,0,0
Riccardo Saponara,32,FWD,Verona,5,3,18,650,77.5,15,28,7.1,0,0,0
Ivan Provedel,31,GK,Lazio,0,0,0,1200,86.5,4,34,7.3,95,14,32
Christos Mandas,23,GK,Lazio,0,0,0,250,82.0,1,6,6.8,20,2,10
Alessio Romagnoli,30,DEF,Lazio,2,1,6,1700,88.0,65,32,7.2,0,0,33
Mario Gila,24,DEF,Lazio,1,1,5,1500,86.0,60,30,7.1,0,0,31
Adam Marusic,32,DEF,Lazio,2,3,10,1600,85.0,55,32,7.2,0,0,33
Elseid Hysaj,31,DEF,Lazio,1,2,7,1400,84.0,50,29,7.1,0,0,31
Patric,31,DEF,Lazio,1,1,5,1300,85.0,52,28,7.0,0,0,30
Danilo Cataldi,31,MID,Lazio,2,3,9,1800,88.0,60,32,7.2,0,0,0
Matias Vecino,33,MID,Lazio,4,2,12,1600,85.0,55,30,7.2,0,0,0
Luis Alberto,32,MID,Lazio,6,7,20,1700,87.0,50,31,7.5,0,0,0
Daichi Kamada,28,MID,Lazio,3,3,10,1500,85.0,55,30,7.2,0,0,0
Ciro Immobile,35,FWD,Lazio,14,4,40,700,76.0,12,30,7.5,0,0,0
Mattia Zaccagni,29,FWD,Lazio,10,6,28,800,80.0,18,31,7.6,0,0,0
Felipe Anderson,32,FWD,Lazio,8,5,24,750,79.0,20,30,7.4,0,0,0
Pedro,37,FWD,Lazio,6,3,18,600,78.0,15,28,7.2,0,0,0
Wladimiro Falcone,30,GK,Lecce,0,0,0,1200,85.0,3,34,7.2,95,12,36
Federico Brancolini,23,GK,Lecce,0,0,0,200,82.0,1,5,6.8,20,2,10
Valentin Gendrey,25,DEF,Lecce,2,2,8,1500,85.0,55,31,7.1,0,0,34
Federico Baschirotto,29,DEF,Lecce,3,1,9,1700,87.0,70,33,7.2,0,0,36
Marin Pongracic,27,DEF,Lecce,1,1,5,1400,85.0,60,30,7.1,0,0,33
Antonino Gallo,25,DEF,Lecce,2,3,10,1500,84.0,55,31,7.2,0,0,34
Patrick Dorgu,20,DEF,Lecce,1,2,8,1300,83.0,50,28,7.0,0,0,32
Ylber Ramadani,29,MID,Lecce,2,3,10,1800,86.0,65,33,7.2,0,0,0
Joan Gonzalez,23,MID,Lecce,3,2,12,1600,85.0,60,31,7.2,0,0,0
Alexis Blin,29,MID,Lecce,2,2,8,1700,87.0,65,32,7.1,0,0,0
Hamza Rafia,26,MID,Lecce,2,3,10,1500,84.0,55,30,7.1,0,0,0
Nikola Krstovic,25,FWD,Lecce,10,3,26,700,78.0,15,31,7.4,0,0,0
Lameck Banda,24,FWD,Lecce,6,4,20,650,79.0,18,30,7.3,0,0,0
Roberto Piccoli,24,FWD,Lecce,5,2,18,600,77.0,14,28,7.2,0,0,0
Michele Di Gregorio,27,GK,Monza,0,0,0,1200,86.0,3,34,7.3,95,12,38
Alessio Cragno,31,GK,Monza,0,0,0,300,82.0,1,6,6.8,20,2,10
Samuele Vignato,20,GK,Monza,0,0,0,100,80.0,0,2,6.5,10,1,5
Pablo Mari,31,DEF,Monza,3,1,8,1700,88.0,65,32,7.2,0,0,36
Armando Izzo,33,DEF,Monza,2,1,6,1600,87.0,60,30,7.1,0,0,34
Luca Caldirola,33,DEF,Monza,1,1,5,1500,85.0,55,29,7.1,0,0,33
Andrea Carboni,23,DEF,Monza,1,2,6,1400,84.0,50,28,7.0,0,0,32
Patrick Ciurria,30,DEF,Monza,2,4,12,1500,83.5,48,31,7.2,0,0,34
Matteo Pessina,28,MID,Monza,5,5,16,1800,86.0,60,32,7.4,0,0,0
Roberto Gagliardini,31,MID,Monza,3,2,10,1700,85.0,55,31,7.2,0,0,0
Andrea Colpani,25,MID,Monza,8,4,22,1600,84.5,50,30,7.5,0,0,0
Warren Bondo,21,MID,Monza,2,2,8,1400,83.0,48,28,7.1,0,0,0
Dany Mota,26,FWD,Monza,7,3,20,700,78.0,18,30,7.3,0,0,0
Daniel Maldini,23,FWD,Monza,6,4,18,700,79.0,20,30,7.3,0,0,0
Leandro Chichizola,35,GK,Parma,0,0,0,1100,84.0,3,33,7.0,85,11,36
Martin Turk,21,GK,Parma,0,0,0,200,82.0,1,5,6.8,20,2,10
Yordan Osorio,30,DEF,Parma,2,1,6,1600,87.0,65,32,7.2,0,0,35
Botond Balogh,22,DEF,Parma,2,1,7,1500,86.0,60,30,7.1,0,0,34
Elias Cobbaut,27,DEF,Parma,1,1,5,1400,85.0,55,29,7.0,0,0,33
Enrico Del Prato,25,DEF,Parma,2,2,8,1500,84.0,52,31,7.1,0,0,34
Woyo Coulibaly,26,DEF,Parma,1,2,7,1400,83.5,50,30,7.0,0,0,33
Adrian Bernabe,24,MID,Parma,4,3,14,1700,86.0,60,32,7.3,0,0,0
Simon Sohm,24,MID,Parma,3,2,10,1600,85.0,55,31,7.2,0,0,0
Hernani,31,MID,Parma,5,4,18,1800,87.0,60,33,7.4,0,0,0
Dennis Man,26,FWD,Parma,10,5,30,800,79.0,20,32,7.6,0,0,0
Valentin Mihaila,25,FWD,Parma,8,4,25,750,78.0,18,30,7.4,0,0,0
Gabriel Charpentier,25,FWD,Parma,6,2,18,650,76.5,15,28,7.2,0,0,0
Adrian Benedyczak,24,FWD,Parma,7,3,20,700,77.5,16,29,7.3,0,0,0
Franco Vazquez,35,FWD,Parma,5,3,16,650,78.0,18,27,7.2,0,0,0
Vanja Milinkovic-Savic,28,GK,Torino,0,0,0,1200,86.5,4,34,7.3,95,13,35
Luca Gemello,24,GK,Torino,0,0,0,200,82.0,1,5,6.8,20,2,10
Alessandro Buongiorno,26,DEF,Torino,3,1,8,1700,88.5,70,33,7.3,0,0,36
Perr Schuurs,25,DEF,Torino,2,1,7,1600,87.0,65,31,7.2,0,0,35
Ricardo Rodriguez,32,DEF,Torino,2,3,10,1500,85.0,60,30,7.2,0,0,34
Raoul Bellanova,25,DEF,Torino,3,5,14,1500,84.5,55,32,7.4,0,0,36
Koffi Djidji,32,DEF,Torino,1,1,5,1400,85.0,55,29,7.0,0,0,33
Samuele Ricci,24,MID,Torino,2,3,10,1800,87.0,65,32,7.3,0,0,0
Ivan Ilic,24,MID,Torino,4,3,12,1700,86.0,60,31,7.3,0,0,0
Karol Linetty,30,MID,Torino,2,2,8,1600,85.0,55,30,7.2,0,0,0
Nikola Vlasic,27,MID,Torino,6,4,18,1600,85.5,50,31,7.4,0,0,0
Antonio Sanabria,29,FWD,Torino,10,3,28,700,78.0,15,31,7.4,0,0,0
Duvan Zapata,34,FWD,Torino,12,3,30,700,77.0,15,30,7.5,0,0,0
Pietro Pellegri,24,FWD,Torino,6,2,18,650,76.5,14,28,7.2,0,0,0
Yann Karamoh,27,FWD,Torino,5,3,16,600,78.0,18,27,7.2,0,0,0
Marco Silvestri,33,GK,Udinese,0,0,0,1150,85.0,3,33,7.1,85,10,36
Maduka Okoye,25,GK,Udinese,0,0,0,250,82.0,1,6,6.8,20,2,12
Nehuen Perez,25,DEF,Udinese,2,1,6,1700,88.0,65,32,7.2,0,0,35
Jaka Bijol,26,DEF,Udinese,2,1,7,1600,87.0,70,31,7.2,0,0,35
Joao Ferreira,24,DEF,Udinese,1,2,6,1400,84.0,55,29,7.1,0,0,33
Kingsley Ehizibue,29,DEF,Udinese,2,3,10,1500,83.5,50,30,7.2,0,0,34
Hassane Kamara,31,DEF,Udinese,1,2,8,1400,83.0,52,30,7.1,0,0,34
Walace,30,MID,Udinese,2,2,8,1900,88.0,70,33,7.2,0,0,0
Sandi Lovric,27,MID,Udinese,4,4,14,1700,86.0,60,31,7.3,0,0,0
Roberto Pereyra,34,MID,Udinese,3,5,16,1800,85.5,55,32,7.4,0,0,0
Martin Payero,26,MID,Udinese,2,3,10,1500,84.0,50,30,7.2,0,0,0
Florian Thauvin,32,FWD,Udinese,8,5,26,750,80.0,20,31,7.5,0,0,0
Lorenzo Lucca,24,FWD,Udinese,11,3,30,700,78.0,15,31,7.4,0,0,0
Isaac Success,29,FWD,Udinese,6,3,18,650,77.0,14,28,7.2,0,0,0
Beto,27,FWD,Udinese,10,2,28,700,76.5,15,30,7.3,0,0,0
Jesse Joronen,31,GK,Venezia,0,0,0,1100,84.0,3,33,7.0,85,10,36
Filip Stankovic,23,GK,Venezia,0,0,0,250,82.0,1,6,6.8,20,2,12
Michael Svoboda,26,DEF,Venezia,2,1,6,1600,87.0,65,32,7.2,0,0,35
Jay Idzes,24,DEF,Venezia,2,1,7,1500,86.0,60,30,7.1,0,0,34
Pasquale Mazzocchi,29,DEF,Venezia,2,3,10,1500,84.0,55,31,7.2,0,0,35
Ridgeciano Haps,32,DEF,Venezia,1,2,8,1400,83.0,50,30,7.1,0,0,34
Francesco Zampano,31,DEF,Venezia,1,3,9,1400,84.0,52,30,7.1,0,0,34
Tanner Tessmann,23,MID,Venezia,3,3,12,1800,86.0,65,33,7.3,0,0,0
Hans Nicolussi Caviglia,25,MID,Venezia,2,2,8,1600,85.0,60,31,7.2,0,0,0
Gianluca Busio,23,MID,Venezia,3,3,10,1500,84.0,55,30,7.2,0,0,0
Antonio Candela,25,MID,Venezia,2,3,9,1500,83.5,50,30,7.1,0,0,0
Joel Pohjanpalo,30,FWD,Venezia,14,3,34,700,78.0,15,32,7.6,0,0,0
Nicholas Pierini,27,FWD,Venezia,7,4,22,650,79.0,18,30,7.3,0,0,0
Christian Gytkjaer,34,FWD,Venezia,8,3,24,650,77.5,14,30,7.3,0,0,0
Dennis Johnsen,26,FWD,Venezia,6,4,20,650,78.0,18,29,7.2,0,0,0
